TOA5,11F shore (Loadcell)
2025-05-26 10:35:00,0.0
2025-05-26 10:40:00,-93.20000000000002
2025-05-26 10:45:00,-90.70000000000002
2025-05-26 10:50:00,-84.60000000000002
2025-05-26 10:55:00,-93.60000000000002
2025-05-26 11:00:00,-137.4
2025-05-26 11:05:00,-147.5
2025-05-26 11:10:00,-154.20000000000002
2025-05-26 11:15:00,-150.9
2025-05-26 11:20:00,-150.5
2025-05-26 11:25:00,-104.5
2025-05-26 11:30:00,12.899999999999977
2025-05-26 11:35:00,34.5
2025-05-26 11:40:00,10.599999999999966
2025-05-26 11:45:00,6.399999999999977
2025-05-26 11:50:00,2.0
2025-05-26 11:55:00,2.1999999999999886
2025-05-26 12:00:00,6.399999999999977
2025-05-26 12:05:00,-1.6000000000000227
2025-05-26 12:10:00,1.599999999999966
2025-05-26 12:15:00,5.599999999999966
2025-05-26 12:20:00,7.899999999999977
2025-05-26 12:25:00,8.300000000000011
2025-05-26 12:30:00,14.800000000000011
2025-05-26 12:35:00,0.0999999999999659
2025-05-26 12:40:00,14.800000000000011
2025-05-26 12:45:00,12.899999999999977
2025-05-26 12:50:00,14.399999999999977
2025-05-26 12:55:00,0.0999999999999659
2025-05-26 13:00:00,8.099999999999966
2025-05-26 13:05:00,20.899999999999977
2025-05-26 13:10:00,31.599999999999966
2025-05-26 13:15:00,27.399999999999977
2025-05-26 13:20:00,36.19999999999999
2025-05-26 13:25:00,26.80000000000001
2025-05-26 13:30:00,13.800000000000011
2025-05-26 13:35:00,10.399999999999977
2025-05-26 13:40:00,2.599999999999966
2025-05-26 13:45:00,-0.9000000000000341
2025-05-26 13:50:00,4.699999999999989
2025-05-26 13:55:00,4.899999999999977
2025-05-26 14:00:00,-0.5
2025-05-26 14:05:00,-1.6999999999999886
2025-05-26 14:10:00,-5.100000000000023
2025-05-26 14:15:00,-6.0
2025-05-26 14:20:00,-9.300000000000011
2025-05-26 14:25:00,-13.5
2025-05-26 14:30:00,-8.5
2025-05-26 14:35:00,-6.199999999999989
2025-05-26 14:40:00,-6.400000000000034
2025-05-26 14:45:00,-5.100000000000023
2025-05-26 14:50:00,-7.800000000000011
2025-05-26 14:55:00,-11.199999999999989
2025-05-26 15:00:00,-13.5
2025-05-26 15:05:00,-7.199999999999989
2025-05-26 15:10:00,-11.800000000000011
2025-05-26 15:15:00,-10.800000000000011
2025-05-26 15:20:00,521.2
2025-05-26 15:25:00,575.2
2025-05-26 15:30:00,540.2
2025-05-26 15:35:00,496.2
2025-05-26 15:40:00,500.2
2025-05-26 15:45:00,500.2
2025-05-26 15:50:00,499.2
2025-05-26 15:55:00,498.2
2025-05-26 16:00:00,496.2
2025-05-26 16:05:00,493.2
2025-05-26 16:10:00,490.2
